created_epoch,created_at,updated_at,value,completed_at,feed_id,expiration,position,id,lat,lon,ele
1699654209,2023-11-10T22:10:09Z,,79,,2630810,2023-12-10T22:10:09Z,,0FEN8DN6N6PP8BF37Q62W1XFSQ,,,
1699653306,2023-11-10T21:55:06Z,,79,,2630810,2023-12-10T21:55:06Z,,0FEN851HZ5VZ8RSMKN4K9NDJBS,,,
1699652400,2023-11-10T21:40:00Z,,79,,2630810,2023-12-10T21:40:00Z,,0FEN7WD7PWXWQFZ5JVNAPBX5RN,,,
1699651498,2023-11-10T21:24:58Z,,79,,2630810,2023-12-10T21:24:58Z,,0FEN7KSXFAA9G445NQ3HR72EQJ,,,
1699650597,2023-11-10T21:09:57Z,,79,,2630810,2023-12-10T21:09:57Z,,0FEN7B6VAN0JMZC73JTHMTS9ZD,,,
1699649693,2023-11-10T20:54:53Z,,79,,2630810,2023-12-10T20:54:53Z,,0FEN72K6MC00KNGGYRES5ZS6BE,,,
1699648788,2023-11-10T20:39:48Z,,79,,2630810,2023-12-10T20:39:48Z,,0FEN6SYYKVAETQQEKZGEMSMTBR,,,
1699647887,2023-11-10T20:24:47Z,,80,,2630810,2023-12-10T20:24:47Z,,0FEN6HC1670FC5H844VRWGCG0H,,,
1699646985,2023-11-10T20:09:45Z,,79,,2630810,2023-12-10T20:09:45Z,,0FEN68RM7DZ67X394X9METRKBC,,,
1699646080,2023-11-10T19:54:40Z,,79,,2630810,2023-12-10T19:54:40Z,,0FEN604DQ62GEP7HQMXEWADW2Z,,,
1699645178,2023-11-10T19:39:38Z,,79,,2630810,2023-12-10T19:39:38Z,,0FEN5QH73D3QN6Y968BPE4J1DW,,,
1699644275,2023-11-10T19:24:35Z,,79,,2630810,2023-12-10T19:24:35Z,,0FEN5EXM8P4TB9W9JCNVW84B6X,,,
1699643373,2023-11-10T19:09:33Z,,79,,2630810,2023-12-10T19:09:33Z,,0FEN56A7R1Y4R6MD0C4JPY9Q8R,,,
1699642471,2023-11-10T18:54:31Z,,79,,2630810,2023-12-10T18:54:31Z,,0FEN4XPZP4AXSN596FR42VBY66,,,
1699641566,2023-11-10T18:39:26Z,,79,,2630810,2023-12-10T18:39:26Z,,0FEN4N2XTPSV59DYS8XYDMPFSN,,,
1699640664,2023-11-10T18:24:24Z,,80,,2630810,2023-12-10T18:24:24Z,,0FEN4CFKM7NYMVQ22D6MK7CWMF,,,
1699639758,2023-11-10T18:09:18Z,,79,,2630810,2023-12-10T18:09:18Z,,0FEN43V8CTNZDE5YBKM6VT539Q,,,
1699638854,2023-11-10T17:54:14Z,,80,,2630810,2023-12-10T17:54:14Z,,0FEN3V78M7JZY5KNZAHSZAM77N,,,
1699637951,2023-11-10T17:39:11Z,,80,,2630810,2023-12-10T17:39:11Z,,0FEN3JKJ7DT4JT7X4YDE52NNMT,,,
1699637046,2023-11-10T17:24:06Z,,79,,2630810,2023-12-10T17:24:06Z,,0FEN39ZH9ZA1C393JE47012SGA,,,
1699636143,2023-11-10T17:09:03Z,,79,,2630810,2023-12-10T17:09:03Z,,0FEN31BW3S6GB8PZNV5D8K3WQB,,,
1699635241,2023-11-10T16:54:01Z,,79,,2630810,2023-12-10T16:54:01Z,,0FEN2RRM0H4356YB3HZAMWC5VB,,,
1699634337,2023-11-10T16:38:57Z,,80,,2630810,2023-12-10T16:38:57Z,,0FEN2G4WWMS01BDJ6SNQWVW4CD,,,
1699633432,2023-11-10T16:23:52Z,,79,,2630810,2023-12-10T16:23:52Z,,0FEN27GMT2HG1KJ2S38XYBXZE3,,,
1699632528,2023-11-10T16:08:48Z,,76,,2630810,2023-12-10T16:08:48Z,,0FEN1YWPZF6PYD99W9Z4QDR71P,,,
1699631624,2023-11-10T15:53:44Z,,73,,2630810,2023-12-10T15:53:44Z,,0FEN1P8VMG4VM9HFXRDJTF26J6,,,
1699630720,2023-11-10T15:38:40Z,,72,,2630810,2023-12-10T15:38:40Z,,0FEN1DMYFDQXKXM028VS40RKMN,,,
1699629817,2023-11-10T15:23:37Z,,72,,2630810,2023-12-10T15:23:37Z,,0FEN151CGQSM7G3TKW34645SCH,,,
1699628915,2023-11-10T15:08:35Z,,72,,2630810,2023-12-10T15:08:35Z,,0FEN0WE1DW71AGVZHGZGP8V4TD,,,
1699628009,2023-11-10T14:53:29Z,,73,,2630810,2023-12-10T14:53:29Z,,0FEN0KSPA01Z6F6ZRSR3P5621R,,,
1699627105,2023-11-10T14:38:25Z,,72,,2630810,2023-12-10T14:38:25Z,,0FEN0B5TA0ZGANKK8D2EWHQ0P7,,,
1699626202,2023-11-10T14:23:22Z,,72,,2630810,2023-12-10T14:23:22Z,,0FEN02J7763ADAZ3Z5PK6FC9XR,,,
1699625299,2023-11-10T14:08:19Z,,74,,2630810,2023-12-10T14:08:19Z,,0FEMZSYM9QTY126K1Q52YYDDPQ,,,
1699624395,2023-11-10T13:53:15Z,,74,,2630810,2023-12-10T13:53:15Z,,0FEMZHANDK3KQ69BV54NWW8MG8,,,
1699571429,2023-11-09T23:10:29Z,,74,,2630810,2023-12-09T23:10:29Z,,0FEMFR6P5SY9D25YE8EPNMHF1H,,,
1699570528,2023-11-09T22:55:28Z,,74,,2630810,2023-12-09T22:55:28Z,,0FEMFFKQM5E0ZQAYG0EVP66D5G,,,
1699569625,2023-11-09T22:40:25Z,,74,,2630810,2023-12-09T22:40:25Z,,0FEMF708Z17QC8YF6M0M2RJ025,,,
1699568720,2023-11-09T22:25:20Z,,74,,2630810,2023-12-09T22:25:20Z,,0FEMEYC4F90NPRRRKKBPNJJHKC,,,
1699567818,2023-11-09T22:10:18Z,,74,,2630810,2023-12-09T22:10:18Z,,0FEMENRTX7MG71WAJ17Z8VSXSR,,,
1699566915,2023-11-09T21:55:15Z,,73,,2630810,2023-12-09T21:55:15Z,,0FEMED52SR5RESJX4THCVNARJ0,,,
1699566009,2023-11-09T21:40:09Z,,72,,2630810,2023-12-09T21:40:09Z,,0FEME4GR19Q5108DY77NEYER29,,,
1699565104,2023-11-09T21:25:04Z,,72,,2630810,2023-12-09T21:25:04Z,,0FEMDVWK30RHF735QZQ76PQVHM,,,
1699564199,2023-11-09T21:09:59Z,,72,,2630810,2023-12-09T21:09:59Z,,0FEMDK88EHY7XWCEB32K1HPDVR,,,
1699563298,2023-11-09T20:54:58Z,,72,,2630810,2023-12-09T20:54:58Z,,0FEMDAN9D3K6ASM77RFS5XWXYB,,,
1699562393,2023-11-09T20:39:53Z,,72,,2630810,2023-12-09T20:39:53Z,,0FEMD219A809A6CXFBQ7NAH800,,,
1699561492,2023-11-09T20:24:52Z,,73,,2630810,2023-12-09T20:24:52Z,,0FEMCSEAC4WHSYCSPPWQ6R2X7T,,,
1699560590,2023-11-09T20:09:50Z,,72,,2630810,2023-12-09T20:09:50Z,,0FEMCGTY74D4HEQS5B027KP5HA,,,
1699559688,2023-11-09T19:54:48Z,,72,,2630810,2023-12-09T19:54:48Z,,0FEMC87J61PT955JVNKV5RYW8Q,,,
1699558783,2023-11-09T19:39:43Z,,71,,2630810,2023-12-09T19:39:43Z,,0FEMBZKDZG8GV4MGZWJJEVFSC9,,,
1699557882,2023-11-09T19:24:42Z,,71,,2630810,2023-12-09T19:24:42Z,,0FEMBQ0K88G0S939SMCDX4NEXM,,,
1699556977,2023-11-09T19:09:37Z,,70,,2630810,2023-12-09T19:09:37Z,,0FEMBECB1H2HAEG7Z3WF54NV6R,,,
1699556075,2023-11-09T18:54:35Z,,70,,2630810,2023-12-09T18:54:35Z,,0FEMB5S2NBZNRNMY4YPBMBW9JZ,,,
1699555174,2023-11-09T18:39:34Z,,70,,2630810,2023-12-09T18:39:34Z,,0FEMAX62JXQMF77R81PTN84VB8,,,
1699554270,2023-11-09T18:24:30Z,,70,,2630810,2023-12-09T18:24:30Z,,0FEMAMJ8K96PCXRP0SNMXE4B64,,,
1699553367,2023-11-09T18:09:27Z,,69,,2630810,2023-12-09T18:09:27Z,,0FEMABYMHG424P9RA63NK0KJPX,,,
1699552464,2023-11-09T17:54:24Z,,69,,2630810,2023-12-09T17:54:24Z,,0FEMA3AZDFD3FSP73TPD0FKRJB,,,
1699551563,2023-11-09T17:39:23Z,,68,,2630810,2023-12-09T17:39:23Z,,0FEM9TR470ZSYSK78NYR09DQTB,,,
1699550661,2023-11-09T17:24:21Z,,68,,2630810,2023-12-09T17:24:21Z,,0FEM9J4XV6GAMM4E6HKV0Q13R4,,,
1699549756,2023-11-09T17:09:16Z,,67,,2630810,2023-12-09T17:09:16Z,,0FEM99GNE7XBNW9X2AJ6Q4KK20,,,
1699548852,2023-11-09T16:54:12Z,,68,,2630810,2023-12-09T16:54:12Z,,0FEM90WVZHZ8XJB3MT6EWYGXY7,,,
1699547951,2023-11-09T16:39:11Z,,66,,2630810,2023-12-09T16:39:11Z,,0FEM8R9S8NT0XMT797D6975GSZ,,,
1699547048,2023-11-09T16:24:08Z,,67,,2630810,2023-12-09T16:24:08Z,,0FEM8FPCYNVRQ038612MYZNDXH,,,
1699546143,2023-11-09T16:09:03Z,,67,,2630810,2023-12-09T16:09:03Z,,0FEM8725DVCXCAWW836YT0J9AQ,,,
1699545242,2023-11-09T15:54:02Z,,67,,2630810,2023-12-09T15:54:02Z,,0FEM7YF77VFTDEKM6FE8ED60KW,,,
1699544341,2023-11-09T15:39:01Z,,67,,2630810,2023-12-09T15:39:02Z,,0FEM7NWAQHBBWZYE2RP0ET89GE,,,
1699543436,2023-11-09T15:23:56Z,,68,,2630810,2023-12-09T15:23:56Z,,0FEM7D83WXWSS79SZZC4HKQ063,,,
1699542532,2023-11-09T15:08:52Z,,68,,2630810,2023-12-09T15:08:52Z,,0FEM74M6TGS016E1QE7FWBKG0N,,,
1699541631,2023-11-09T14:53:51Z,,67,,2630810,2023-12-09T14:53:51Z,,0FEM6W159BPYJ3SGWM48PAFJBP,,,
1699540729,2023-11-09T14:38:49Z,,69,,2630810,2023-12-09T14:38:49Z,,0FEM6KDX7ZP0YJ5BECYRDX7GTZ,,,
1699539827,2023-11-09T14:23:47Z,,67,,2630810,2023-12-09T14:23:47Z,,0FEM6ATK9DVZ5Z8Z0N5VPT7ZN3,,,
1699538922,2023-11-09T14:08:42Z,,68,,2630810,2023-12-09T14:08:42Z,,0FEM626G7AE34ERC25YC7RD126,,,
1699538021,2023-11-09T13:53:41Z,,70,,2630810,2023-12-09T13:53:41Z,,0FEM5SKK8P367QXWZYQQCZCAE9,,,
1699537120,2023-11-09T13:38:40Z,,70,,2630810,2023-12-09T13:38:40Z,,0FEM5H0D5D5W1QZDBRRW6S3PV6,,,
1699536219,2023-11-09T13:23:39Z,,70,,2630810,2023-12-09T13:23:39Z,,0FEM58DJ2NCRVTYJGKDBD9CCVH,,,
1699535318,2023-11-09T13:08:38Z,,70,,2630810,2023-12-09T13:08:38Z,,0FEM4ZTGVMC3QF9YAT3G58F49D,,,
